pmid,title,journal,pubdate,query_families,keyword_domains,priority_score,candidate_status,abstract,abstract_status
16850722,[Determination of artemisinin in Artemisia annuna by HPLC-ELSD].,Zhong yao cai = Zhongyaocai = Journal of Chinese medicinal materials,2006 Mar,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,lactone,2,title_priority_only,"OBJECTIVE: A HPLC method was first established to determine artemisinin in Artemisia annuna by HPLC-ELSD. Artemisinin in Herba of Artemisia annuna from different places was determined by this new method. METHODS: The method utilized MeOH-H2O (75: 25) as mobile phase with flow rate of 1 ml/min, C18 (250 x 4.6 mm, 5 microm) column. The temperature of detector was 40 degrees C, the pressure of N2 was 3.5 bar, and gain value was 9. RESULTS: The calibration curves were linear within the range of 1 - 5 microg, and the average recovery was 99.33% (RSD = 1.97%). CONCLUSION: The method was rapid, convenient, and accurate. It can be used for the quality control of this herbal medicine.",retrieved
28290017,Artemisia arborescens L essential oil-loaded solid lipid nanoparticles for potential agricultural application: Preparation and characterization.,AAPS PharmSciTech,2006 Mar,terpene_essential_oil,chemistry,2,title_priority_only,"The aim of this study was to formulate a new delivery system for ecological pesticides by the incorporation of Artemisia arborescens L essential oil into solid lipid nanoparticles (SLN). Two different SLN formulations were prepared following the high-pressure homogenization technique using Compritol 888 ATO as lipid and Poloxamer 188 or Miranol Ultra C32 as surfactants. The SLN formulation particle size was determined using Photon correlation spectroscopy (PCS) and laser diffraction analysis (LD). The change of particle charge was studied by zeta potential (ZP) measurements, while the melting and recrystallization behavior was studied using differential scanning calorimetry (DSC). In vitro release studies of the essential oil were performed at 35°C. Data showed a high physical stability for both formulations at various storage temperatures during 2 months of investigation. In particular, average diameter of Artemisia arborescens L essential oil-loaded SLN did not vary during storage and increased slightly after spraying the SLN dispersions. In vitro release experiments showed that SLN were able to reduce the rapid evaporation of essential oil if compared with the reference emulsions. Therefore, obtained results showed that the studied SLN formulations are suitable carriers in agriculture.",retrieved
16444785,Artemisone--a highly active antimalarial drug of the artemisinin class.,Angewandte Chemie (International ed. in English),2006 Mar 20,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,lactone;phenotype,2,title_priority_only,,no_abstract
16724836,"Cyclization mechanism of amorpha-4,11-diene synthase, a key enzyme in artemisinin biosynthesis.",Journal of natural products,2006 May,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone;genomics,2,title_priority_only,"Cyclization of farnesyl diphosphate into amorpha-4,11-diene by amorpha-4,11-diene synthase (ADS) initiates biosynthesis of artemisinin, a clinically important antimalarial drug precursor. Three possible ring-closure mechanisms, two involving a bisabolyl carbocation intermediate followed by either a 1,3-hydride shift or two successive 1,2-shifts, and one involving a germacrenyl carbocation, were proposed and tested by analyzing the fate of farnesyl diphosphate H-1 hydrogen atoms through (1)H and (2)H NMR spectroscopy. Migration of one deuterium atom of [1,1-(2)H(2)]farnesyl diphosphate to H-10 of amorpha-4,11-diene singled out the bisabolyl carbocation mechanism with a 1,3-hydride shift. Further confirmation was obtained through enzyme reactions with (1R)- and (1S)-[1-(2)H]farnesyl diphosphate. Results showed that deuterium of the 1R compound remained at H-6, whereas that of the 1S compound migrated to H-10 of amorpha-4,11-diene. Incorporation of one deuterium into amorphadiene in the cyclization process was observed when the reaction was performed in (2)H(2)O, as evidenced by an increase of 1 amu in the mass of the molecular ion.",retrieved
16952365,"Direct analysis of artemisinin from Artemisia annua L. using high-performance liquid chromatography with evaporative light scattering detector, and gas chromatography with flame ionization detector.",Journal of chromatography. A,2006 Nov 10,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,lactone,2,title_priority_only,"Since the isolation of artemisinin 32 years ago, it has been analyzed by different chromatographic techniques. This work compared the analysis of artemisinin from crude plant samples by GC with flame ionization detection (GC-FID) and HPLC with evaporative light scattering detector (HPLC-ELSD). Data is also presented indicating that GC is suitable for the quantification of two of artemisinin precursors (arteannuin B and artemisinic acid) if a mass spectrometer is available. GC-FID and HPLC-ELSD were chosen because of their low cost compared to other detection methods, their ease of operation compared to HPLC with electrochemical detection, and because neither require artemisinin derivatization. Both GC-FID and HPLC-ELSD provided sensitive (ng level) and reproducible results for the analysis of artemisinin from field plants, with a correlation coefficient of r(2)=0.86 between the two methods. Both methods could be easily adapted to the analysis of pharmaceutical-grade artemisinin.",retrieved
16230008,Repellent and insecticidal activities of essential oils from Artemisia princeps and Cinnamomum camphora and their effect on seed germination of wheat and broad bean.,Bioresource technology,2006 Oct,terpene_essential_oil;safety,chemistry,2,title_priority_only,"Repellent and insecticidal activities of essential oils extracted from leaves of Artemisia princeps Pamp and seeds of Cinnamomum camphora (L.) Presl. against storage pests Sitophillus oryzae L. and Bruchus rugimanus Bohem were investigated. Results showed that the two individual oils displayed good, but their mixture (1:1) exhibited much better repellent activities at concentrations from 250 to 1000 microg g(-1) and insecticidal actions at concentrations 1000 microg g(-1) against the test beetles S. oryzae and B. rugimanus. Oils from A. princeps and C. camphora applied individually were significantly toxic to seed germination of wheat at 500 microg ml(-1). However, no toxic effects were found when the two oils were mixed (1:1 w/w) at the same concentration. These observations indicated that the mixture of the two plant-derived oils had a synergic effect and could be used in the control of storage pests.",retrieved
16860353,Alpha-pinene-type monoterpenes and other constituents from Artemisia suksdorfii.,Phytochemistry,2006 Oct,terpene_essential_oil,chemistry,2,title_priority_only,"Two alpha-pinene-type monoterpenes, 7-hydroxymyrtenol (1) and 7-hydroxymyrtenal (2), a inositol derivative, (+)-quebrachitol (3) and two p-menthene triols (4 and 5), in addition to two known compounds were isolated from the aerial parts of Artemisia suksdorfii. The structures of the isolated compounds were established by analysis of spectroscopic data (IR, HR-MS, (1)H and (13)C NMR), including high-field 2D NMR techniques ((1)H-(1)H COSY, HMQC, HMBC and NOE) and in case of 3 was confirmed by X-ray analysis.",retrieved
16902856,"Antiviral effect of artemisinin from Artemisia annua against a model member of the Flaviviridae family, the bovine viral diarrhoea virus (BVDV).",Planta medica,2006 Oct,terpene_essential_oil;sesquiterpene_lactone;antiparasitic;safety,lactone,2,title_priority_only,"The antiviral activity versus flaviviruses of artemisinin, a safe drug obtained from Artemisia annua and commonly used to treat malaria, has been investigated using as an IN VITRO model bovine epithelial cells from embryonic trachea (EBTr) infected with the cytopathic strain Oregon C24V, of bovine viral diarrhoea virus (BVDV), which is a member of the Flaviviridae family. Antiviral activity was estimated by the degree of protection against the cytopathic effect of BVDV on host cells and by the reduction in BVDV-RNA release to the culture medium. To induce an intermediate cytopathic effect in non-treated cells, EBTr cells were first exposed to BVDV for 48 h and then incubated with virus-free medium for 72 h. Ribavirin and artemisinin (up to 100 microM) induced no toxicity in host cells, whereas a slight degree of toxicity was observed for IFN-alpha at concentrations above 10 U/mL up to 100 U/mL. Treatment of infected cells with IFN-alpha, ribavirin and artemisinin markedly reduced BVDV-induced cell death. A combination of these drugs resulted in an additive protective effect. These drugs induced a significant reduction in the production/release of BVDV virions by infected EBTr cells; there was also an additive effect when combinations of them were assayed. These results suggest a potential usefulness of artemisinin in combination with current pharmacological therapy for the treatment of human and veterinary infections by flaviviruses.",retrieved
17032625,Comparison of composition and antifungal activity of Artemisia argyi Lévl. et Vant inflorescence essential oil extracted by hydrodistillation and supercritical carbon dioxide.,Natural product research,2006 Sep,terpene_essential_oil,chemistry,2,title_priority_only,"Essential oil of Artemisia argyi Lévl. et Vant inflorescence was obtained by supercritical CO(2) extraction and hydrodistillation. The oil was analyzed by gas chromatography/mass spectrometry to characterize its components and was also tested for antifungal activity. A total of 61 compounds were identified in the hydrodistilled oil. The major components were 1,8-cineole (4.46%), borneol (3.58%), terpinol (10.18%), spathulenol (10.03%), caryophyllene oxide (6.51%), juniper camphor (8.74%), Camazulene (2.05%), and camphor (3.49%). By using supercritical CO(2) at 50 degrees C and 10 MPa, the concentrations of previous main components were lower than oil obtained by hydrodistillation, while miscellaneous compounds were higher. The essential oil extracted by these two methods exhibited antifungal activity against Botrytis cinerea and Alternaria alternate, two common storage pathogens of fruits and vegetables. The inhibition of B. cinerea and A. alternate were 93.3 and 84.7% for oil extracted by hydrodistillation when exposed to a concentration of 1,000 mg L(-1), while values of 70.8 and 60.5% were observed from oil extracted by supercritical CO(2).",retrieved
17037210,[The preparation of an elicitor from a fungal endophyte to enhance artemisinin production in hairy root cultures of Artemisia annua L].,Sheng wu gong cheng xue bao = Chinese journal of biotechnology,2006 Sep,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone,2,title_priority_only,"The different components of crude mycelium of the predominant endophytic Colletotrichum gloeosporioides of Artemisa annua have been extracted by the methods of acid hydrolysate. We compared the effect of the isolated components on artemisin biosynthesis in hairy root cultures. Therefore, the oligosaccharide elicitor from C. gloeosporioides has been partially purified by column chromatography of Sephadex G25. The isolated oligosaccharide B II (elicitor, MW < 2500) has been revealed to promote the production of artemisinin in Artemisia annua hairy root cultures. When hairy roots of 23-day old cultures (later growth phase) were exposed to the elicitor at 0.4 mg/mL for 4 days, the maximum production of artemisinin reached to 13.51 mg/L, a 51.63% increase over the control. This is the first report on the stimulation of artemisinin production in hairy roots by the oligosaccharide elicitor from an endophytic fungus of A. annua.",retrieved
18019840,SLN as a topical delivery system for Artemisia arborescens essential oil: in vitro antiviral activity and skin permeation study.,International journal of nanomedicine,2007,terpene_essential_oil;biosynthesis_genes;safety,chemistry,2,title_priority_only,"The effect of SLN incorporation on transdermal delivery and in vitro antiherpetic activity of Artemisia arborescens essential oil was investigated. Two different SLN formulations were prepared using the hot-pressure homogenization technique, Compritol 888 ATO as lipid, and Poloxamer 188 and Miranol Ultra C32 as surfactants. Formulations were examined for their stability for two years by monitoring average size distribution and zeta potential values. The antiviral activity of free and SLN incorporated essential oil was tested in vitro against Herpes Simplex Virus-1 (HSV-1) by a quantitative tetrazolium-based colorimetric method (MTT), while the effects of essential oil incorporation into SLN on both the permeation through and the accumulation into the skin strata was investigated by using in vitro diffusion experiments through newborn pig skin and an almond oil Artemisia essential oil solution as a control. Results showed that both SLN formulations were able to entrap the essential oil in high yields and that the mean particle size increased only slightly after two years of storage, indicating a high physical stability. In vitro antiviral assays showed that SLN incorporation did not affect the essential oil antiherpetic activity. The in vitro skin permeation experiments demonstrated the capability of SLN of greatly improving the oil accumulation into the skin, while oil permeation occurred only when the oil was delivered from the control solution.",retrieved
17368686,"The effect of essential oils of dietary wormwood (Artemisia princeps), with and without added vitamin E, on oxidative stress and some genes involved in cholesterol metabolism.",Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association,2007 Aug,terpene_essential_oil;diterpene_triterpene;biosynthesis_genes;safety,chemistry,2,title_priority_only,"Wormwood (Artemisia princeps) due to the abundance of antioxidant in its essential oils (EO), has been used as a traditional drug and health food in Korea. Oxidative stress plays an important role in the etiology of atherosclerosis thus antioxidative chemicals improves hepatic lipid metabolism partly by reducing oxysterol formation. The antioxidant activity was assessed using two methods, human low-density lipoprotein (LDL) oxidation and the anti-DPPH free radical assays. It was found that the antioxidant activity of EO with vitamin E higher than EO alone. To study mechanisms accounting for the antiatherosclerotic properties of this wormwood EO, we examined the expression of key genes in cholesterol metabolism such as the LDL receptor, the 3-hydroxy-3-methylglutaryl coenzyme A (HMG-CoA) reductase and sterol regulatory element binding proteins. The induction was increased up to twofold at 0.05 mg/mL of EO treatment in HepG2 cells for 24h. When EO (0.2 mg/mL) was co-incubated with vitamin E, interestingly, the LDL receptor was dramatically induced by 5-6-folds. HMG-CoA reductase did not change. However, treatment with the higher concentration resulted in cytotoxicity. Our data suggest that wormwood EO with vitamin E may be anti-atherogenic due to their inhibition of LDL oxidation and upregulation of the LDL receptor.",retrieved
17611929,"Preparation of a novel monoclonal antibody against the antimalarial drugs, artemisinin and artesunate.",Planta medica,2007 Aug,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,lactone;phenotype,2,title_priority_only,"A monoclonal antibody (MAb) 1C1 against artemisinin was prepared by a cell fusion with splenocytes and aminopterin-sensitive myeloma cells, SP2/0. An artesunate-BSA conjugate was used as immunogen to raise antibodies specific to artemisinin. The prepared anti-artemisinin MAb-1C1 have a novel characteristic which shows a specificity to compounds that are structurally related to artemisinin such as artesunate (630%) and dihydroartemisinin (29.9%). By using MAb-1C1, a specific and reliable ELISA was developed for the detection of compounds structurally related to artemisinin. The system shows a full measuring range from 2 to 20 microg/mL in the case of artemisinin and from 4 to 125 ng/mL in the case of artesunate in the competitive ELISA, and was validated to be of use for surveying and breeding of Artemisia annua containing a high amount of artemisinin as well as for the characterization of the pharmacokinetics of artemisinin and its derivatives.",retrieved
17612552,Determination of essential oil components of Artemisia haussknechtii Boiss. using simultaneous hydrodistillation-static headspace liquid phase microextraction-gas chromatography mass spectrometry.,Journal of chromatography. A,2007 Aug 10,terpene_essential_oil,chemistry,2,title_priority_only,"A novel method for extraction and analysis of volatile compounds of Artemisia haussknechtii Boiss., using simultaneous hydro-distillation and static headspace liquid microextraction followed by gas chromatography-mass spectrometry (SHD-SHLPME-GCMS) is developed. SHLPME parameters including nature of extracting solvent, headspace volume and design, extraction time, sample weight and microdrop volume were optimized. Comparison of hydro-distillation gas chromatography-mass spectrometry and HD-SHLPME-GCMS showed that the latter method is fast, simple, inexpensive and effective for the analysis of volatile compounds of aromatic plants. By using this method, 56 compounds were extracted and identified for Artemisia haussknechtii Boiss. The main constituents of its essential oil that were extracted by HD-SHLPME method, include camphor (41.01%), 1,8-cineole (32.35%), cis-davanone (3.68%), 4-terpineol (2.99%), linalool (2.84%), beta-fenchyl alcohol (2.72%), and borneol (2.58%).",retrieved
17915817,Artemisia arborescens L essential oil loaded beads: preparation and characterization.,AAPS PharmSciTech,2007 Aug 24,terpene_essential_oil,chemistry,2,title_priority_only,"The purpose of this work was to prepare sodium alginate beads as a device for the controlled release of essential oil for oral administration as an antiviral agent. Different formulations were prepared with sodium alginate as a natural polymer and calcium chloride or glutaraldehyde as a cross-linking agent. Loading capacities of between 86% and 100% were obtained in freshly prepared beads by changing exposure time to the cross-linking agent. Drying of the calcium alginate beads caused only a slight decrease in the loading efficiency. The surface morphology of the different bead formulations were studied using scanning electron microscopy (SEM). Stability studies over a 3-month period showed that glutaraldehyde reacted with some components of Artemisia arborescens L essential oil, changing its composition. Calcium alginate beads showed an in vitro controlled release of the essential oil for the investigated 24 hours, while the use of glutaraldehyde as a cross-linking agent was found not appropriate because of the interactions with azulene derivatives and the low degree of matrix cross-linkage.",retrieved
18167456,Chemical composition and antibacterial activity of essential oil from Artemisia feddei.,Journal of microbiology and biotechnology,2007 Dec,terpene_essential_oil;safety,chemistry,2,title_priority_only,"The chemical components of the essential oil from Artemisia feddei LEV. et VNT. were analyzed using GC-MS. Ninety-nine compounds, accounting for 96.23% of the extracted essential oil, were identified. The main oil compounds were 1,8-cineole (16.86%), chamazulene (9.04%), alpha-terpineol (8.18%), alpha-phellandrene (5.78%), alpha-thujone (5.51%), alpha-terpinyl acetate (5.07%), borneol (5.08%), beta- caryophyllene (4.71%), camphor (4.04%), and terpinen-4-ol (3.04%). The antimicrobial activity of the essential oil and some of its compounds was tested against 15 different genera of oral bacteria. The essential oil from A. feddei had a considerable inhibitory effect on all the obligate anaerobic bacteria tested (MICs, 0.025 to 0.05 mg/ml; MBCs, 0.025 to 0.1mg/ml), whereas the major compounds demonstrated different degrees of growth inhibition.",retrieved
16908191,Improved conditions for production of recombinant plant sesquiterpene synthases in Escherichia coli.,Protein expression and purification,2007 Jan,biosynthesis_genes,chemistry;genomics,2,title_priority_only,"Amorpha-4,11-diene synthase (ADS) from Artemisia annua and (+)-germacrene synthase (GDS) from Zingiber officinale were expressed in Escherichia coli under different conditions to optimize the yield of active soluble protein. The cDNAs of these enzymes were inserted into the pET28 vector (Novagen) and expressed in four different bacterial strains; BL21 (DE3), BL21 (DE3) Tuner, BL21 (DE3) pLysS and BL21 (DE3) pLysS Tuner using different inducing agents (IPTG, The Inducer). The effects of induction under osmotic stress in the presence of glycine betaine and sorbitol were investigated. Although background expression for ADS was reduced when using pLysS strains, no significant difference was noted for ADS activity in soluble whole cell lysates after induction with either IPTG or The Inducer. For GDS, on the other hand, the change between BL21 (DE3) cells and BL21 (DE3) Tuner, induced with IPTG, leads to a twofold increase in enzyme activity in the soluble fraction while a reduction in activity is observed when using the pLysS strains. The same doubling of activity is observed for GDS when the commonly used BL.21 (DE3) is induced with The Inducer. Addition of 2.5 mM glycine betaine and 660 mM sorbitol to the bacterial growth media resulted in reduction of growth rate and biomass yield but under these conditions the best overall protein production, for both enzymes, was obtained. Compared to the standard conditions previously used in our laboratory the yield of soluble active protein was increased 7- and 2.5-fold for ADS and GDS, using BL21 (DE3) pLysS Tuner and BL21 (DE3), respectively.",retrieved
17386456,An effective method for fast determination of artemisinin in Artemisia annua L. by high performance liquid chromatography with evaporative light scattering detection.,Analytica chimica acta,2007 Jan 9,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,lactone,2,title_priority_only,"Artemisinin isolated from the aerial parts of Artemisia annua L., is a promising and potent antimalarial drug, which meets the dual challenge posed by drug-resistant parasites and rapid progression of malarial illness. The aim of the current study was to develop a reliable and fast analytical procedure for the determination of artemisinin in A. annua using high performance liquid chromatography (HPLC) with evaporative light scattering detection (ELSD) in couple with microwave-assisted extraction (MAE) as an efficient sample preparation technique. The HPLC conditions were Agilent C18 column using water:acetonitrile (40:60 v/v) mixture as mobile phase at a flow rate of 1 mL min(-1). ELSD conditions were optimized at nebulizer-gas flow rate of 2.0 L min(-1) and drift tube temperature of 70 degrees C under the impactor off-mode, and the gain was set at 2. Afterwards, method validation system for HPLC-ELSD analysis was developed. Calibration range was 0.2-1.0 mg mL(-1) and correlation coefficient r was above 0.9990. Precision experiments showed relative standard deviation (R.S.D.) of retention time was less than 0.5% and R.S.D. of peak area was less than 1.30%. Inter-day and intra-day variabilities showed that R.S.D. was ranged from 1.01% to 4.66%. Limit of detection was less than 40 microg mL(-1) and limit of quantification was less than 100 microg mL(-1). Accuracy validation showed that average recovery was between 98.23% and 104.97%. The developed analytical procedure was successfully applied to determine the contents of artemisinin in the different parts of A. annua plants.",retrieved
17399751,Functional genomics and the biosynthesis of artemisinin.,Phytochemistry,2007 Jul,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,lactone;genomics,2,title_priority_only,"Artemisinin, a sesquiterpene lactone endoperoxide derived from the glandular secretory trichomes (GSTs) of Artemisia annua, provides the basis for the most effective treatments of malaria. The biology and biochemistry of GSTs of the Asteraceae and their biosynthesis of isoprenoids is reviewed. Recent efforts to understand the biosynthesis of artemisinin in A. annua GSTs are discussed in detail. This includes the development in the authors' laboratory of an expressed sequence tag (EST) approach to identifying the relevant biosynthetic genes using isolated GST as a source of mRNA. This has lead to the isolation of a cDNA encoding CYP71AV1, a multifunctional cytochrome P450 which catalyzes multiple oxidations of the sesquiterpene intermediate amorpha-4,11-diene to artemisinic acid. Further biochemical and molecular genetic work is required to elucidate the precise route from artemisinic alcohol to artemisinin and to engineer more efficient low cost production of artemisinin-based antimalarial drugs.",retrieved
17426924,Improvement of artemisinin production by chitosan in hairy root cultures of Artemisia annua L.,Biotechnology letters,2007 Jul,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone,2,title_priority_only,"Artemisinin production by hairy roots of Artemisia annua L. was increased 6-fold to 1.8 microg mg(-1) dry wt over 6 days by adding 150 mg chitosan l(-1). The increase was dose-dependent. Similar treatment of hairy roots with methyl jasmonate (0.2 mM) or yeast extract (2 mg ml(-1)) increased artemisinin production to 1.5 and 0.9 microg mg(-1) dry wt, respectively.",retrieved
17489600,"Artarborol, a nor-caryophyllane sesquiterpene alcohol from Artemisia arborescens. stereostructure assignment through concurrence of NMR data and computational analysis.",Organic letters,2007 Jun 7,terpene_essential_oil,chemistry,2,title_priority_only,"A nor-caryophyllane derivative, artarborol, has been isolated from wormwood (Artemisia arborescens) and its stereostructure established by using a combination of chemical derivatization, NMR data, molecular modeling, and quantum-mechanical calculations. In particular, comparison of experimental 13C NMR data with a Boltzmann-weighed average of 13C NMR chemical shifts, calculated by ab initio DFT method, supported the stereochemical assignment.",retrieved
17273805,Inhibitory effect of Artemisia capillaris extract on cytokine-induced nitric oxide formation and cytotoxicity of RINm5F cells.,International journal of molecular medicine,2007 Mar,biosynthesis_genes,phenotype,2,title_priority_only,"Cytokines produced by immune cells infiltrating pancreatic islets are important mediators of beta-cell destruction in insulin-dependent diabetes mellitus. Cytokines stimulate an inducible form of nitric oxide synthase (iNOS) expression and nitric oxide (NO) production, leading to insulin insufficiency. In the present study, the effects of Artemisia capillaris extract (ACE) on cytokine-induced beta-cell damage were examined. Treatment of RINm5F (RIN) rat insulinoma cells with interleukin-1beta (IL-1beta) and interferon-gamma (IFN-gamma) induced cell damage. ACE completely protected IL-1beta and IFN-gamma-mediated cytotoxicity in a concentration-dependent manner. Incubation with ACE resulted in a significant reduction in IL-1beta and IFN-gamma-induced NO production, a finding that correlated well with reduced levels of the iNOS mRNA and protein. The molecular mechanism by which ACE inhibited iNOS gene expression appeared to involve the inhibition of NF-kappaB activation. The IL-1beta and IFN-gamma-stimulated RIN cells showed increases in NF-kappaB binding activity and p65 subunit levels in the nucleus, and IkappaBalpha degradation in cytosol compared to unstimulated cells. Furthermore, ACE restored the cytokine-induced inhibition of insulin release from isolated islets. These results suggest that ACE protects beta-cells by suppressing NF-kappaB activation.",retrieved
19069870,Grazing affects essential oil compositions of Artemisia sieberi Besser.,Pakistan journal of biological sciences : PJBS,2007 Mar 1,terpene_essential_oil,chemistry,2,title_priority_only,"This study was conducted in order to study the effect of grazing on quality and quantity of Artemisia sieberi essential oil in Kerman province of Iran. Vegetation sites of Artemisia sieberi under three grazing intensity (heavy, moderate and non-grazed) with the same ecological conditions were selected based on distance of water resource and nomad tent in Khabre National Park and near rangelands. Within each sits, two individual plants sampled at random in full flowering stage. The oils were obtained by hydrodistillation of air-dried samples and were analyzed by GC-MS. The main constituents of oils were as follows: non-grazed site; 1,8cineol (29.9%), myrcene (14.1%), moderate grazed site; myrcene (15.9%), 1,8cineol (15.1%), Eudesm-7(11)-en-4-ol (11.1%) and heavy grazed site; 4-tepinyl acetate (23.3%), davanone (21.9%), p-cymene (19%).",retrieved
17295513,"Nutrient deficiency in the production of artemisinin, dihydroartemisinic acid, and artemisinic acid in Artemisia annua L.",Journal of agricultural and food chemistry,2007 Mar 7,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone,2,title_priority_only,"Artemisia annua became a valuable agricultural crop after the World Health Organization recommended artemisinin as a component of ACT (artemisinin-combination based therapies) for malaria in 2001. A cloned, greenhouse-grown, A. annua (Artemis) subjected to an acidic soil and macronutrient deficit was evaluated for artemisinin production. Lack of lime (L) and macronutrients (N, P, and K) reduced leaf biomass accumulation. When L was provided (pH 5.1), the highest average leaf biomass was achieved with the ""complete"" (+N, +P, +K, and +L) treatment (70.3 g/plant), and the least biomass was achieved with the untreated (-N, -P, -K, and -L) treatment (6.18 g/plant). The nutrient least required for biomass accumulation per plant (g) was K (49.0 g), followed by P (36.5 g) and N (14.3 g). The artemisinin concentration (g/100 g) was significantly higher (75.5%) in -K plants when compared to plants under the complete treatment (1.62 vs 0.93%). Although the artemisinin total yield (g/plant) was 21% higher in -K plants, it was not significantly different from plants under the complete treatment (0.80 vs 0.66 g/plant). There were no marked treatment effects for concentration (g/100 g) or yield (g/plant) of both dihydroartemisinic acid and artemisinic acid, although higher levels were achieved in plants under the complete or -K treatments. There was a positive and significant correlation between artemisinin and both artemisinic acid and dihydroartemisin acid, in g/100 g and g/plant. This is the first report where potassium deficiency significantly increases the concentration (g/100 g) of artemisinin. Thus, under a mild potassium deficiency, A. annua farmers could achieve similar gains in artemisinin/ha, while saving on potassium fertilization, increasing the profitability of artemisinin production.",retrieved
17367969,Acute and chronic toxicity of the aqueous extract of Artemisia afra in rodents.,Journal of ethnopharmacology,2007 May 30,safety,phenotype,2,title_priority_only,"Artemisia afra (Jacq. Ex. Willd), ""African Wormwood"" is widely used traditionally in South Africa with no literature evidence substantiating its safety. The aim of this study was to investigate the safety of the aqueous extract of Artemisia afra by determining its pharmaco-toxicological effects after acute and chronic administration in mice and rats, respectively. The aqueous extract mimicked the traditional decoction dosage form of Artemisia afra. In mice, single intraperitoneal injections of Artemisia afra-extract (1.5-5.5g/kg) induced a regular dose-dependent increase in the death rate and incidence of general behaviour adverse effects, while with single oral doses (2-24g/kg) the increases in incidence of general behaviour adverse effects and mortality rate were dose-independent. The LD(50s) after acute intraperitoneal and oral doses were 2.45 and 8.96g/kg, respectively. Rats given oral doses of Artemisia afra-extract (0.1 or 1g/kg/day) survived the 3 months of dosing (i.e. LD(50) much higher than 1g/kg), experienced no significant changes in general behaviour and haematological and biochemical parameters, except for transient decrease in AST activity. No significant changes were observed in organ weights, and histopathological results showed normal profile suggesting no morphological alterations. Collectively, the results indicate that Artemisia afra-extract is non-toxic when given acutely, has low chronic toxicity potential and, in high doses, may have a hepatoprotective effect.",retrieved
17500366,TLC-densitometric analysis of artemisinin for the rapid screening of high-producing plantlets of Artemisia annua L.,Phytochemical analysis : PCA,2007 May-Jun,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone,2,title_priority_only,"A simple TLC-densitometric technique has been developed for the rapid and accurate analysis of artemisinin in a large number of Artemisia annua plantlets cultured in vitro. This new analytical method is based on the structural conversion of artemisinin on a silica gel layer by ammonia vapour to form 10-azadesoxyartemisinin, a chromophore-containing compound (lambdamax 320 nm) that can be detected by UV-based TLC densitometry. The TLC system was evaluated quantitatively in terms of product stability, precision, accuracy and calibration. Good linearity was obtained in the range of 0.01-0.12 microg artemisinin. The technique appeared to be accurate and sensitive as compared with the complicated pre-column reaction-HPLC technique. Among 90 samples of A. annua plantlets, the artemisinin content in the leaves appeared to be highly variable, ranging from 0.02 to 0.67% w/w dry weight. These results demonstrate that densitometric TLC can be a cheap and simple technique for the accurate screening of high-artemisinin-producing plants.",retrieved
17578608,Effects of arbuscular mycorrhiza and phosphorus application on artemisinin concentration in Artemisia annua L.,Mycorrhiza,2007 Oct,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone,2,title_priority_only,"Annual wormwood (Artemisia annua L.) produces an array of complex terpenoids including artemisinin, a compound of current interest in the treatment of drug-resistant malaria. However, this promising antimalarial compound remains expensive and is hardly available on the global scale. Synthesis of artemisinin has not been proved to be feasible commercially. Therefore, increase in yield of naturally occurring artemisinin is an important area of investigation. The effects of inoculation by two arbuscular mycorrhizal (AM) fungi, Glomus macrocarpum and Glomus fasciculatum, either alone or supplemented with P-fertilizer, on artemisinin concentration in A. annua were studied. The concentration of artemisinin was determined by reverse-phase high-performance liquid chromatography with UV detection. The two fungi significantly increased concentration of artemisinin in the herb. Although there was significant increase in concentration of artemisinin in nonmycorrhizal P-fertilized plants as compared to control, the extent of the increase was less compared to mycorrhizal plants grown with or without P-fertilization. This suggests that the increase in artemisinin concentration may not be entirely attributed to enhanced P-nutrition and improved growth. A strong positive linear correlation was observed between glandular trichome density on leaves and artemisinin concentration. Mycorrhizal plants possessed higher foliar glandular trichome (site for artemisinin biosynthesis and sequestration) density compared to nonmycorrhizal plants. Glandular trichome density was not influenced by P-fertilizer application. The study suggests a potential role of AM fungi in improving the concentration of artemisinin in A. annua.",retrieved
