source_id,record_ids,title,pmid,pmcid,source_url,taxa,parasites,priority,full_text_route,full_text_status,eligibility_focus,required_checks
absinthium-selective-nematocidal-oils,P016,Selective nematocidal effects of essential oils from two cultivated Artemisia absinthium populations,26444350,,https://pubmed.ncbi.nlm.nih.gov/26444350/,Artemisia absinthium,Trichinella spiralis; Meloidogyne javanica,P1_wormwood_vermifuge,PubMed abstract plus publisher/full-text lookup,full text verified; quantitative eligibility unresolved,"A. absinthium vermifuge: verify voucher/chemotype, thujone and santonin quantitation, helminth stage, dose, host control, and residue limits",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
absinthium-trichinella-rats-2008,P114,Comparison of the effects of Artemisia vulgaris and Artemisia absinthium growing in western Anatolia against trichinellosis (Trichinella spiralis) in rats,18325496,,https://pubmed.ncbi.nlm.nih.gov/18325496/,Artemisia absinthium,Trichinella spiralis,P1_wormwood_vermifuge,PubMed abstract plus publisher/full-text lookup,full text verified; quantitative eligibility unresolved,"A. absinthium vermifuge: verify voucher/chemotype, thujone and santonin quantitation, helminth stage, dose, host control, and residue limits",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
absinthium-wormwood-lambs,P017;P073,Anthelmintic activity of wormwood (Artemisia absinthium L.) and mallow against Haemonchus contortus in sheep,32013192,PMC7070545,https://pmc.ncbi.nlm.nih.gov/articles/PMC7070545/,Artemisia absinthium,Haemonchus contortus,P1_wormwood_vermifuge,PMC full text/XML candidate,full text verified; quantitative eligibility unresolved,"A. absinthium vermifuge: verify voucher/chemotype, thujone and santonin quantitation, helminth stage, dose, host control, and residue limits",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
annua-haemonchus-gerbil,P126,Effects of artemisinin and Artemisia extracts on Haemonchus contortus in gerbils,20943323,,https://pubmed.ncbi.nlm.nih.gov/20943323/,Artemisia annua; Artemisia absinthium,Haemonchus contortus,P1_wormwood_vermifuge,PubMed abstract plus publisher/full-text lookup,full text verified; quantitative eligibility unresolved,"A. absinthium vermifuge: verify voucher/chemotype, thujone and santonin quantitation, helminth stage, dose, host control, and residue limits",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
absinthium-schistosoma,P023,Flavonoids and Sesquiterpene Lactones from Artemisia absinthium and Tanacetum parthenium against Schistosoma mansoni Worms,27980595,PMC5131251,https://pmc.ncbi.nlm.nih.gov/articles/PMC5131251/,Artemisia absinthium,Schistosoma mansoni,P2_helminth_or_protozoan,PMC full text/XML candidate,full text verified; quantitative eligibility unresolved,"antiparasitic phenotype: verify species/stage, preparation chemistry, dose, comparator, selectivity, and whether a defined constituent was tested",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
absinthium-toxocara-2011,P042,Antiparasitic efficiency of Artemisia absinthium on Toxocara cati in naturally infected cats,21618184,,https://pubmed.ncbi.nlm.nih.gov/21618184/,Artemisia absinthium,Toxocara cati,P2_helminth_or_protozoan,PubMed abstract plus publisher/full-text lookup,full text verified; quantitative eligibility unresolved,"antiparasitic phenotype: verify species/stage, preparation chemistry, dose, comparator, selectivity, and whether a defined constituent was tested",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
annua-eimeria-host-response-2018,P076,Artemisinin and Artemisia annua leaves alleviate Eimeria tenella infection by facilitating apoptosis of host cells and suppressing inflammatory response.,29657004,,https://pubmed.ncbi.nlm.nih.gov/29657004/,Artemisia annua,Eimeria tenella,P2_helminth_or_protozoan,PubMed abstract plus publisher/full-text lookup,not yet screened at full text,"antiparasitic phenotype: verify species/stage, preparation chemistry, dose, comparator, selectivity, and whether a defined constituent was tested",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
annua-haemonchus-sheep-2014,P032,Anthelmintic activity of Artemisia annua L. extracts in vitro and the effect of an aqueous extract and artemisinin in sheep naturally infected with gastrointestinal nematodes,24802864,,https://pubmed.ncbi.nlm.nih.gov/24802864/,Artemisia annua,Haemonchus contortus and mixed ovine gastrointestinal nematodes,P2_helminth_or_protozoan,PubMed abstract plus publisher/full-text lookup,full text verified; quantitative eligibility unresolved,"antiparasitic phenotype: verify species/stage, preparation chemistry, dose, comparator, selectivity, and whether a defined constituent was tested",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
annua-haemonchus-sheep-2017,P127,Anthelmintic activity of Artemisia annua in sheep-model,,,https://academicjournals.org/journal/JMPR/article-full-text-pdf/639A8F162816.pdf,Artemisia annua,Haemonchus contortus and ovine gastrointestinal nematodes,P2_helminth_or_protozoan,PubMed abstract plus publisher/full-text lookup,full text verified; quantitative eligibility unresolved,"antiparasitic phenotype: verify species/stage, preparation chemistry, dose, comparator, selectivity, and whether a defined constituent was tested",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
brevifolia-anthelmintic-sheep-2004,P033,Anthelmintic activity of Artemisia brevifolia in sheep,15234763,,https://pubmed.ncbi.nlm.nih.gov/15234763/,Artemisia brevifolia,Haemonchus contortus and mixed gastrointestinal nematodes,P2_helminth_or_protozoan,PubMed abstract plus publisher/full-text lookup,not yet screened at full text,"antiparasitic phenotype: verify species/stage, preparation chemistry, dose, comparator, selectivity, and whether a defined constituent was tested",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
campestris-haemonchus-2014,P043,In vitro evidence that the pastoral Artemisia campestris species exerts an anthelmintic effect on Haemonchus contortus from sheep,25027867,,https://pubmed.ncbi.nlm.nih.gov/25027867/,Artemisia campestris,Haemonchus contortus,P2_helminth_or_protozoan,PubMed abstract plus publisher/full-text lookup,full text verified; quantitative eligibility unresolved,"antiparasitic phenotype: verify species/stage, preparation chemistry, dose, comparator, selectivity, and whether a defined constituent was tested",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
campestris-helminth,P007,Chemical analyses and anthelmintic effects of Artemisia campestris essential oil,30389026,,https://pubmed.ncbi.nlm.nih.gov/30389026/,Artemisia campestris,Haemonchus contortus; Heligmosomoides polygyrus,P2_helminth_or_protozoan,PubMed abstract plus publisher/full-text lookup,full text verified; quantitative eligibility unresolved,"antiparasitic phenotype: verify species/stage, preparation chemistry, dose, comparator, selectivity, and whether a defined constituent was tested",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
cina-bioassay-sesquiterpene,P059,Bio-guided isolation of a new sesquiterpene from Artemisia cina with anthelmintic activity against Haemonchus contortus L3 infective larvae,38865346,,https://pubmed.ncbi.nlm.nih.gov/38865346/,Artemisia cina,Haemonchus contortus L3,P2_helminth_or_protozoan,PubMed abstract plus publisher/full-text lookup,full text verified; quantitative eligibility unresolved,"antiparasitic phenotype: verify species/stage, preparation chemistry, dose, comparator, selectivity, and whether a defined constituent was tested",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
cina-haemonchus-gerbil-2021,P045,In Vitro Nematocidal Effect and Anthelmintic Activity of Artemisia cina Against Haemonchus contortus in Gerbils and Relative Expression of Hc29 Gene in Transitional Larvae (L3-L4),33721186,,https://pubmed.ncbi.nlm.nih.gov/33721186/,Artemisia cina,Haemonchus contortus,P2_helminth_or_protozoan,PubMed abstract plus publisher/full-text lookup,not yet screened at full text,"antiparasitic phenotype: verify species/stage, preparation chemistry, dose, comparator, selectivity, and whether a defined constituent was tested",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
cina-lignan-nematocidal-2023,P125,3'-Demethoxy-6-O-Demethylisoguaiacin and Norisoguaiacin Nematocidal Lignans from Artemisia cina against Haemonchus contortus Infective Larvae,,PMC9962954,https://pmc.ncbi.nlm.nih.gov/articles/PMC9962954/,Artemisia cina,Haemonchus contortus,P2_helminth_or_protozoan,PMC full text/XML candidate,full text verified; quantitative eligibility unresolved,"antiparasitic phenotype: verify species/stage, preparation chemistry, dose, comparator, selectivity, and whether a defined constituent was tested",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
cina-periparturient-ewes-2025,P130,Using an Aqueous Suspension of Duddingtonia flagrans Chlamydospores and a Hexane Extract of Artemisia cina as Sustainable Methods to Reduce the Fecal Egg Count and Larvae of Haemonchus contortus in the Feces of Periparturient Ewes,40005482,PMC11858085,https://pmc.ncbi.nlm.nih.gov/articles/PMC11858085/,Artemisia cina,Haemonchus contortus,P2_helminth_or_protozoan,PMC full text/XML candidate,full text verified; quantitative eligibility unresolved,"antiparasitic phenotype: verify species/stage, preparation chemistry, dose, comparator, selectivity, and whether a defined constituent was tested",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
cina-peruvin-synergy-2024,P049,Understanding Artemisia cina Ethyl Acetate Extract's Anthelmintic Effect on Haemonchus contortus Eggs and L3 Larvae: The Synergism of Peruvin Binary Mixtures,38921806,,https://pubmed.ncbi.nlm.nih.gov/38921806/,Artemisia cina,Haemonchus contortus,P2_helminth_or_protozoan,PubMed abstract plus publisher/full-text lookup,full text verified; quantitative eligibility unresolved,"antiparasitic phenotype: verify species/stage, preparation chemistry, dose, comparator, selectivity, and whether a defined constituent was tested",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
cina-silver-nanoparticles-helminth-2025,P056,Antiparasitic Activity of Silver Nanoparticles Synthesized from Artemisia cina Aqueous Extract Against Haemonchus contortus,41471206,PMC12735895,https://pmc.ncbi.nlm.nih.gov/articles/PMC12735895/,Artemisia cina,Haemonchus contortus,P2_helminth_or_protozoan,PMC full text/XML candidate,full text verified; quantitative eligibility unresolved,"antiparasitic phenotype: verify species/stage, preparation chemistry, dose, comparator, selectivity, and whether a defined constituent was tested",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
herba-alba-cattle-haemonchus-2025,P050,The anthelmintic activity of the white wormwood (Artemisia herba Alba) against Haemonchus contortus in beef cattle,39754020,,https://pubmed.ncbi.nlm.nih.gov/39754020/,Artemisia herba-alba,Haemonchus contortus,P2_helminth_or_protozoan,PubMed abstract plus publisher/full-text lookup,full text verified; quantitative eligibility unresolved,"antiparasitic phenotype: verify species/stage, preparation chemistry, dose, comparator, selectivity, and whether a defined constituent was tested",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
herba-alba-goat-haemonchus-1982,P046,The anthelmintic efficacy of Artemisia herba-alba against Haemonchus contortus infection in goats,7162537,,https://pubmed.ncbi.nlm.nih.gov/7162537/,Artemisia herba-alba,Haemonchus contortus,P2_helminth_or_protozoan,PubMed abstract plus publisher/full-text lookup,not yet screened at full text,"antiparasitic phenotype: verify species/stage, preparation chemistry, dose, comparator, selectivity, and whether a defined constituent was tested",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
herba-alba-haemonchus-crude-extract-2020,P034,In Vitro Anthelmintic Activity of Crude Extracts of Artemisia herba-alba and Punica granatum against Haemonchus contortus,32411422,PMC7204145,https://pmc.ncbi.nlm.nih.gov/articles/PMC7204145/,Artemisia herba-alba,Haemonchus contortus,P2_helminth_or_protozoan,PMC full text/XML candidate,full text verified; quantitative eligibility unresolved,"antiparasitic phenotype: verify species/stage, preparation chemistry, dose, comparator, selectivity, and whether a defined constituent was tested",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
inculta-schistosomiasis-toxicity-2006,P096,Assessment of the toxicity of Artemisia inculta extract on the bone marrow of mice infected with schistosomiasis.,16572925,,https://pubmed.ncbi.nlm.nih.gov/16572925/,Artemisia inculta,Schistosoma spp.,P2_helminth_or_protozoan,PubMed abstract plus publisher/full-text lookup,not yet screened at full text,"antiparasitic phenotype: verify species/stage, preparation chemistry, dose, comparator, selectivity, and whether a defined constituent was tested",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
indica-roxburghiana-nematodes-2015,P044,Anthelmintic properties of extracts from Artemisia plants against nematodes,26691254,,https://pubmed.ncbi.nlm.nih.gov/26691254/,Artemisia indica; Artemisia roxburghiana,mixed gastrointestinal nematodes,P2_helminth_or_protozoan,PubMed abstract plus publisher/full-text lookup,full text verified; quantitative eligibility unresolved,"antiparasitic phenotype: verify species/stage, preparation chemistry, dose, comparator, selectivity, and whether a defined constituent was tested",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
ludoviciana-fasciola-2023,P048,Evaluation of the ovicidal activity and fasciolicidal activity of the extract of ethyl acetate from Artemisia ludoviciana Nutt. spp. mexicana and of artemisinin against adult parasites of Fasciola hepatica,38148378,,https://pubmed.ncbi.nlm.nih.gov/38148378/,Artemisia ludoviciana subsp. mexicana,Fasciola hepatica,P2_helminth_or_protozoan,PubMed abstract plus publisher/full-text lookup,full text verified; quantitative eligibility unresolved,"antiparasitic phenotype: verify species/stage, preparation chemistry, dose, comparator, selectivity, and whether a defined constituent was tested",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
ludoviciana-fasciola-toxicity-2023,P116,"Genotoxicity, acute toxicity and chronic toxicities of ethyl acetate leaf extract of Artemisia ludoviciana Nutt. spp mexicana, on fasciolicidal efficacy",37187257,,https://pubmed.ncbi.nlm.nih.gov/37187257/,Artemisia ludoviciana subsp. mexicana,Fasciola hepatica,P2_helminth_or_protozoan,PubMed abstract plus publisher/full-text lookup,not yet screened at full text,"antiparasitic phenotype: verify species/stage, preparation chemistry, dose, comparator, selectivity, and whether a defined constituent was tested",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
maritima-sheep-2026,P129,In-vivo anthelmintic potential of Artemisia maritima and its effects on haematological parameters in sheep of Kashmir,,,https://www.sciencedirect.com/science/article/abs/pii/S2405939026001425,Artemisia maritima,mixed gastrointestinal nematodes in naturally infected sheep,P2_helminth_or_protozoan,PubMed abstract plus publisher/full-text lookup,not yet screened at full text,"antiparasitic phenotype: verify species/stage, preparation chemistry, dose, comparator, selectivity, and whether a defined constituent was tested",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
sieberi-artemisinin-coccidia-2007,P064,Determination of artemisinin in Artemisia sieberi and anticoccidial effects of the plant extract in broiler chickens.,17243478,,https://pubmed.ncbi.nlm.nih.gov/17243478/,Artemisia sieberi,Eimeria tenella; Eimeria acervulina; Eimeria maxima,P2_helminth_or_protozoan,PubMed abstract plus publisher/full-text lookup,not yet screened at full text,"antiparasitic phenotype: verify species/stage, preparation chemistry, dose, comparator, selectivity, and whether a defined constituent was tested",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
vestita-maritima-helminth,P009;P082;P083,Anthelmintic activity of Artemisia vestita Wall ex DC. and Artemisia maritima L. against Haemonchus contortus from sheep,26194429,,https://pubmed.ncbi.nlm.nih.gov/26194429/,Artemisia maritima; Artemisia vestita; Artemisia vestita; Artemisia maritima,Haemonchus contortus,P2_helminth_or_protozoan,PubMed abstract plus publisher/full-text lookup,full text verified; quantitative eligibility unresolved,"antiparasitic phenotype: verify species/stage, preparation chemistry, dose, comparator, selectivity, and whether a defined constituent was tested",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
vulgaris-fasciola-2023,P052,Artemisia vulgaris anthelmintic activities to ova and adult stages of Fasciola gigantica in vitro,37576776,,https://pubmed.ncbi.nlm.nih.gov/37576776/,Artemisia vulgaris,Fasciola gigantica,P2_helminth_or_protozoan,PubMed abstract plus publisher/full-text lookup,full text verified; quantitative eligibility unresolved,"antiparasitic phenotype: verify species/stage, preparation chemistry, dose, comparator, selectivity, and whether a defined constituent was tested",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
absinthium-cuba-leishmania,P014,Chemistry and leishmanicidal activity of the essential oil from Artemisia absinthium from Cuba,25632489,,https://pubmed.ncbi.nlm.nih.gov/25632489/,Artemisia absinthium,Leishmania amazonensis,P2_other_protozoan,PubMed abstract plus publisher/full-text lookup,full text verified; quantitative eligibility unresolved,"protozoan activity: verify parasite stage, host-cell model, chemical attribution, and mechanism evidence",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
absinthium-leishmania,P069,In vitro evaluation of antileishmanial activity and toxicity of essential oils of Artemisia absinthium and Echinops kebericho,21480507,,https://pubmed.ncbi.nlm.nih.gov/21480507/,Artemisia absinthium,Leishmania aethiopica; Leishmania donovani,P2_other_protozoan,PubMed abstract plus publisher/full-text lookup,full text verified; quantitative eligibility unresolved,"protozoan activity: verify parasite stage, host-cell model, chemical attribution, and mechanism evidence",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
absinthium-nanocochleate-leishmania,P024,In Vitro and In Vivo Evaluation of Essential Oil from Artemisia absinthium L. Formulated in Nanocochleates against Cutaneous Leishmaniasis,28930253,PMC5590074,https://pmc.ncbi.nlm.nih.gov/articles/PMC5590074/,Artemisia absinthium,Leishmania amazonensis,P2_other_protozoan,PMC full text/XML candidate,full text verified; quantitative eligibility unresolved,"protozoan activity: verify parasite stage, host-cell model, chemical attribution, and mechanism evidence",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
abyssinica-leishmania,P006,"Essential-oil composition, antileishmanial, and toxicity study of Artemisia abyssinica and Satureja punctata ssp. punctata from Ethiopia",20397218,,https://pubmed.ncbi.nlm.nih.gov/20397218/,Artemisia abyssinica,Leishmania donovani; L. aethiopica,P2_other_protozoan,PubMed abstract plus publisher/full-text lookup,not yet screened at full text,"protozoan activity: verify parasite stage, host-cell model, chemical attribution, and mechanism evidence",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
annua-leishmania,P001;P002;P003,Leishmanicidal activities of Artemisia annua leaf essential oil against visceral leishmaniasis,25505453,PMC4243575,https://pmc.ncbi.nlm.nih.gov/articles/PMC4243575/,Artemisia annua,Leishmania donovani,P2_other_protozoan,PMC full text/XML candidate,full text verified; quantitative eligibility unresolved,"protozoan activity: verify parasite stage, host-cell model, chemical attribution, and mechanism evidence",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
annua-silicon-trichome-toxoplasma-2016,P075,"Si-Accumulation In Artemisia annua Glandular Trichomes Increases Artemisinin Concentration, but Does Not Interfere In the Impairment of Toxoplasma gondii Growth.",27721819,PMC5033981,https://pmc.ncbi.nlm.nih.gov/articles/PMC5033981/,Artemisia annua,Toxoplasma gondii,P2_other_protozoan,PMC full text/XML candidate,full text verified; quantitative eligibility unresolved,"protozoan activity: verify parasite stage, host-cell model, chemical attribution, and mechanism evidence",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
annua-standardized-leishmania-2025,P055,Standardized Artemisia annua Exhibits Dual Antileishmanial Activity and Immunomodulatory Potential In Vitro,41150090,,https://pubmed.ncbi.nlm.nih.gov/41150090/,Artemisia annua,Leishmania infantum,P2_other_protozoan,PubMed abstract plus publisher/full-text lookup,full text verified; quantitative eligibility unresolved,"protozoan activity: verify parasite stage, host-cell model, chemical attribution, and mechanism evidence",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
campestris-herba-alba-leishmania,P004;P005,Asteraceae Artemisia campestris and Artemisia herba-alba Essential Oils Trigger Apoptosis and Cell Cycle Arrest in Leishmania infantum Promastigotes,27807464,PMC5078739,https://pmc.ncbi.nlm.nih.gov/articles/PMC5078739/,Artemisia campestris; Artemisia herba-alba,Leishmania infantum,P2_other_protozoan,PMC full text/XML candidate,full text verified; quantitative eligibility unresolved,"protozoan activity: verify parasite stage, host-cell model, chemical attribution, and mechanism evidence",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
ethiopian-trypanosome,P010,Volatile components of four Ethiopian Artemisia species extracts and their in vitro antitrypanosomal and cytotoxic activities,19683909,,https://pubmed.ncbi.nlm.nih.gov/19683909/,Artemisia absinthium; A. abyssinica; A. afra; A. annua,Trypanosoma brucei brucei,P2_other_protozoan,PubMed abstract plus publisher/full-text lookup,not yet screened at full text,"protozoan activity: verify parasite stage, host-cell model, chemical attribution, and mechanism evidence",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
kermanensis-leishmania-2023,P053,Isolation of potent antileishmanial agents from Artemisia kermanensis Podlech using bioguided fractionation,37193491,,https://pubmed.ncbi.nlm.nih.gov/37193491/,Artemisia kermanensis,Leishmania major,P2_other_protozoan,PubMed abstract plus publisher/full-text lookup,full text verified; quantitative eligibility unresolved,"protozoan activity: verify parasite stage, host-cell model, chemical attribution, and mechanism evidence",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
khorassanica-purified-stls-leishmania-2022,P077,Phytochemical study of Seriphidium khorassanicum (syn. Artemisia khorassanica) aerial parts: sesquiterpene lactones with anti-protozoal activity.,35856479,,https://pubmed.ncbi.nlm.nih.gov/35856479/,Seriphidium khorassanicum (syn. Artemisia khorassanica),Leishmania major,P2_other_protozoan,PubMed abstract plus publisher/full-text lookup,not yet screened at full text,"protozoan activity: verify parasite stage, host-cell model, chemical attribution, and mechanism evidence",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
scoparia-callus-leishmania,P012,Biosynthesis of anti-leishmanial natural products in callus cultures of Artemisia scoparia,30942629,,https://pubmed.ncbi.nlm.nih.gov/30942629/,Artemisia scoparia,Leishmania tropica,P2_other_protozoan,PubMed abstract plus publisher/full-text lookup,full text verified; quantitative eligibility unresolved,"protozoan activity: verify parasite stage, host-cell model, chemical attribution, and mechanism evidence",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
sieberi-artemisinin-leishmania-2013,P085,Comparison Between in Vitro Effects of Aqueous Extract of Artemisia seiberi and Artemisinin on Leishmania major.,24624191,,https://pubmed.ncbi.nlm.nih.gov/24624191/,Artemisia sieberi,Leishmania major,P2_other_protozoan,PubMed abstract plus publisher/full-text lookup,full text verified; quantitative eligibility unresolved,"protozoan activity: verify parasite stage, host-cell model, chemical attribution, and mechanism evidence",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
stl-leishmania-mexicana,P068,Natural sesquiterpene lactones are active against Leishmania mexicana,18576826,,https://pubmed.ncbi.nlm.nih.gov/18576826/,Artemisia species,Leishmania mexicana,P2_other_protozoan,PubMed abstract plus publisher/full-text lookup,not yet screened at full text,"protozoan activity: verify parasite stage, host-cell model, chemical attribution, and mechanism evidence",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
stl-tcruzi-pcd-2014,P060,Natural sesquiterpene lactones induce programmed cell death in Trypanosoma cruzi: a new therapeutic target?,25022207,,https://pubmed.ncbi.nlm.nih.gov/25022207/,Artemisia douglassiana,Trypanosoma cruzi,P2_other_protozoan,PubMed abstract plus publisher/full-text lookup,not yet screened at full text,"protozoan activity: verify parasite stage, host-cell model, chemical attribution, and mechanism evidence",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
annua-cattle-tick-2011,P109,In-Vitro Assessment of the Acaricidal Properties of Artemisia annua and Zataria multiflora Essential Oils to Control Cattle Ticks,22347275,,https://pubmed.ncbi.nlm.nih.gov/22347275/,Artemisia annua,Rhipicephalus annulatus,P3_vector_or_ectoparasite,PubMed abstract plus publisher/full-text lookup,full text verified; quantitative eligibility unresolved,"vector or ectoparasite control: verify life stage, exposure route, mixture composition, non-target controls, and field relevance",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
annua-culex-larvicide-2012,P090;P091,Bioassay of Artemisia annua leaf extracts and artemisinin against larvae of Culex quinquefasciatus and Culex tritaeniorhynchus.,23393756,,https://pubmed.ncbi.nlm.nih.gov/23393756/,Artemisia annua,Culex quinquefasciatus; Culex tritaeniorhynchus,P3_vector_or_ectoparasite,PubMed abstract plus publisher/full-text lookup,not yet screened at full text,"vector or ectoparasite control: verify life stage, exposure route, mixture composition, non-target controls, and field relevance",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
artemisia-oil-nanoliposome-mosquito-2023,P080,Nanoliposomes containing three essential oils from the Artemisia genus as effective larvicides against Aedes aegypti and Anopheles stephensi.,37420038,PMC10328918,https://pubmed.ncbi.nlm.nih.gov/37420038/,A. annua; A. dracunculus; A. sieberi,Aedes aegypti and Anopheles stephensi,P3_vector_or_ectoparasite,PMC full text/XML candidate,full text verified; quantitative eligibility unresolved,"vector or ectoparasite control: verify life stage, exposure route, mixture composition, non-target controls, and field relevance",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
dracunculus-anopheles-nanogel-2022,P115,Nanoemulsion and nanogel containing Artemisia dracunculus essential oil; larvicidal effect and antibacterial activity,35962444,PMC9373287,https://pmc.ncbi.nlm.nih.gov/articles/PMC9373287/,Artemisia dracunculus,Anopheles stephensi,P3_vector_or_ectoparasite,PMC full text/XML candidate,full text verified; quantitative eligibility unresolved,"vector or ectoparasite control: verify life stage, exposure route, mixture composition, non-target controls, and field relevance",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
gilvescens-mosquito,P008,Chemical composition and larvicidal activity of essential oil of Artemisia gilvescens against Anopheles anthropophagus,23263328,,https://pubmed.ncbi.nlm.nih.gov/23263328/,Artemisia gilvescens,Anopheles anthropophagus,P3_vector_or_ectoparasite,PubMed abstract plus publisher/full-text lookup,not yet screened at full text,"vector or ectoparasite control: verify life stage, exposure route, mixture composition, non-target controls, and field relevance",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
herba-alba-tick-nanoemulsion-2021,P098;P099;P100;P101,Acaricidal activity of Artemisia herba-alba and Melia azedarach oil nanoemulsion against Hyalomma dromedarii and their toxicity on Swiss albino mice,33934282,,https://pubmed.ncbi.nlm.nih.gov/33934282/,Artemisia herba-alba,Hyalomma dromedarii,P3_vector_or_ectoparasite,PubMed abstract plus publisher/full-text lookup,not yet screened at full text,"vector or ectoparasite control: verify life stage, exposure route, mixture composition, non-target controls, and field relevance",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
